Car_Truck,EngDisp,RatedHP,Transmission,Drive,Weight,Comp,AxleRatio,EVSpeedRatio,AC,PRP,FuelType,City_Highway,Valves_Cyl,FuelEcon
car,3.4904523,280,S5,R,1927.766,10.3,3.54,38.3,N,31,61,highway,6,7.32755710280374
truck,3.4904523,240,L5,F,2154.562,10.3,2.27,29.4,N,31,61,highway,6,7.32755710280374
car,1.2945809,212,L6,R,1530.873,10,4.3,33.4,N,31,61,highway,2,7.32755710280374
car,4.2934202,300,L6,R,1927.766,10.5,3.77,29.4,N,32,61,highway,8,7.32755710280374
car,2.458065,243,S5,4,1757.669,8.4,3.08,36.1,N,31,61,highway,4,7.32755710280374
truck,2.9988393,215,L5,R,2154.562,17.7,3.73,36.7,Y,32,19,highway,6,7.35045571875
car,5.7027108,330,L5,R,2041.164,9.6,2.82,28.7,Y,32,61,highway,8,7.35045571875
car,2.9824522,203,AV,4,1927.766,10,5.19,45.5,Y,31,61,highway,6,7.35045571875
car,2.9824522,203,AV,4,1927.766,10,5.19,45.5,Y,31,61,highway,6,7.35045571875
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,highway,8,7.35045571875
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,highway,8,7.35045571875
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,highway,8,7.35045571875
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,highway,8,7.35045571875
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,highway,8,7.35045571875
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,highway,8,7.35045571875
car,3.4904523,268,L7,R,1644.271,10.5,3.27,33.7,N,31,61,highway,6,7.35045571875
truck,3.7854201,205,L4,F,2041.164,9.6,2.7,30.8,Y,32,61,highway,6,7.37349789968652
car,4.588388,300,M5,R,1757.669,10,3.31,28.8,Y,31,61,highway,8,7.37349789968652
car,4.8014203,360,S6,R,2154.562,10.5,3.38,29.2,Y,31,61,highway,8,7.37349789968652
truck,2.3597424,166,M5,F,1757.669,9.7,4.76,49.6,N,31,61,highway,4,7.37349789968652
truck,2.6547102,185,L4,4,2041.164,10.4,4.52,40.4,N,1,61,highway,6,7.37349789968652
car,1.9828391,138,L4,F,1417.475,10.1,3.85,38.7,N,1,61,city,4,7.37349789968652
car,1.6059358,110,L4,F,1304.077,10,4.04,51,N,1,61,city,4,7.37349789968652
car,1.9992262,140,AV,F,1474.174,9.7,5.41,29.8,N,31,61,city,4,7.37349789968652
car,3.8018072,355,M6,4,1644.271,11.3,3.44,39.7,N,1,61,highway,6,7.37349789968652
car,1.2945809,212,M6,R,1530.873,10,4.3,33.4,N,31,61,highway,2,7.37349789968652
car,4.2934202,300,L6,R,1927.766,10.5,3.77,29.4,N,32,61,highway,8,7.37349789968652
truck,3.4576781,270,L5,F,1927.766,10.8,3.29,31,N,31,61,highway,6,7.37349789968652
truck,2.6547102,185,M5,4,2041.164,10.4,3.74,46.5,N,31,61,highway,6,7.396685
truck,2.4908392,151,M5,R,1814.368,9.5,4.08,39.6,N,31,61,highway,4,7.396685
car,3.8018072,355,L5,4,1757.669,11.3,3.56,39.4,N,1,61,highway,6,7.396685
truck,2.9988393,220,L6,4,1927.766,9.5,3.57,30.9,N,1,61,highway,6,7.396685
car,1.2945809,212,M6,R,1530.873,10,4.3,34,N,31,61,highway,2,7.396685
truck,2.458065,230,L4,4,1644.271,8.4,4.11,38.1,N,1,61,highway,4,7.396685
truck,2.458065,230,M5,4,1644.271,8.4,4.44,43.8,N,31,61,highway,4,7.396685
car,3.9984524,202,L5,R,1757.669,9.7,3.31,30,Y,1,61,highway,6,7.42001839116719
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,1,61,highway,4,7.42001839116719
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,1,61,highway,4,7.42001839116719
truck,3.7854201,260,L6,F,2154.562,10.4,3.46,30.9,N,31,61,highway,6,7.42001839116719
car,3.4904523,280,S5,R,1757.669,10.3,3.54,38.3,N,31,61,highway,6,7.42001839116719
truck,2.4908392,152,M5,R,1814.368,9.5,4.36,40.4,N,32,61,highway,4,7.42001839116719
truck,3.4904523,245,AV,4,1927.766,10.3,5.17,26.7,N,31,61,highway,6,7.42001839116719
car,3.8018072,355,M6,4,1700.97,11.3,3.44,39.7,N,1,61,highway,6,7.42001839116719
car,1.802581,126,L4,F,1417.475,10,2.96,40.6,N,31,61,city,4,7.42001839116719
car,1.802581,126,L4,F,1417.475,10,2.96,40.6,N,31,61,city,4,7.42001839116719
truck,2.9824522,203,AV,4,2041.164,10,5.54,48.2,Y,31,61,highway,6,7.44349946202532
car,4.5720009,275,L4,F,1927.766,10,3.11,27,N,32,61,highway,8,7.44349946202532
car,4.2934202,288,L6,R,1927.766,10.5,3.77,29.4,N,1,23,highway,8,7.44349946202532
car,4.2934202,288,L6,R,1927.766,10.5,3.77,29.4,N,31,61,highway,8,7.44349946202532
truck,2.5236134,208,L5,4,1814.368,9,2.65,34.7,N,31,23,highway,5,7.44349946202532
car,4.4081299,311,L6,4,2041.164,10.4,3.33,31,N,31,23,highway,8,7.44349946202532
truck,3.9492911,250,L6,F,2154.562,9.9,2.24,26.8,Y,32,61,highway,6,7.46712961904762
car,4.6047751,234,L4,R,2041.164,9.4,2.73,25,Y,31,61,highway,8,7.46712961904762
car,4.6047751,234,L4,R,2041.164,9.4,2.73,25,Y,31,61,highway,8,7.46712961904762
car,4.6047751,234,L4,R,2041.164,9.4,2.73,25,Y,31,61,highway,8,7.46712961904762
car,4.1950976,420,L6,R,1927.766,9.1,3.31,29.8,N,31,61,highway,8,7.46712961904762
truck,3.7854201,244,L5,F,2154.562,10.4,3.33,30.5,N,31,61,highway,6,7.46712961904762
truck,3.7854201,244,L5,F,2154.562,10.4,3.33,30.5,N,31,61,highway,6,7.46712961904762
truck,3.3101942,215,L5,F,1927.766,10.8,3.48,32.3,N,32,61,highway,6,7.46712961904762
car,2.458065,293,M6,4,1644.271,8.2,3.9,41,N,31,61,highway,4,7.46712961904762
car,2.458065,293,M6,4,1644.271,8.2,3.9,41,N,31,61,highway,4,7.46712961904762
car,3.9984524,202,L5,R,1757.669,9.7,3.31,30,Y,1,61,highway,6,7.4909102866242
truck,2.9824522,200,L4,F,1700.97,10,3.77,31.6,Y,31,61,highway,6,7.4909102866242
truck,2.9824522,200,L4,F,1700.97,10,3.77,31.6,Y,31,61,highway,6,7.4909102866242
car,3.4904523,268,L5,4,1927.766,10.5,3.27,36.9,N,1,61,highway,6,7.4909102866242
truck,3.3429684,244,L4,F,1927.766,10.4,3.68,32.8,N,31,61,highway,6,7.4909102866242
car,1.9992262,140,M6,F,1474.174,9.7,3.93,42.2,N,31,61,city,4,7.4909102866242
car,2.5236134,300,L6,4,1927.766,8.5,3.33,31.2,N,1,23,highway,5,7.4909102866242
car,1.802581,143,M5,F,1530.873,10.5,3.34,42.9,Y,31,61,city,4,7.51484290734824
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,highway,4,7.51484290734824
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,highway,4,7.51484290734824
car,2.9988393,253,L5,F,1757.669,10,4.38,31.1,N,31,61,city,6,7.51484290734824
truck,2.3597424,166,M5,4,1757.669,9.7,4.76,49.6,N,31,61,highway,4,7.51484290734824
truck,2.6547102,173,L4,4,1814.368,10,4.41,40.5,N,1,61,highway,6,7.51484290734824
truck,3.4904523,245,AV,4,2041.164,10.3,5.17,26.7,N,31,61,highway,6,7.51484290734824
car,3.605162,415,M6,R,1530.873,12.1,3.44,41.7,N,1,61,highway,6,7.51484290734824
car,1.802581,126,M5,F,1360.776,10,3.94,39.2,N,1,23,city,4,7.51484290734824
car,2.5236134,300,M6,4,1814.368,8.5,3.77,36,N,31,23,highway,5,7.51484290734824
truck,2.7366457,185,L5,R,1757.669,9.5,4.3,37.6,Y,31,61,highway,6,7.53892894230769
car,1.9992262,145,M5,F,1417.475,10,4.1,43.7,N,31,61,city,4,7.53892894230769
car,1.9992262,150,M5,F,1417.475,10,4.1,43.7,N,31,61,city,4,7.53892894230769
car,4.1623234,350,L6,4,2154.562,12.5,3.31,29.6,N,1,61,highway,8,7.53892894230769
truck,3.7034846,210,M6,R,1927.766,9.7,3.73,30.5,Y,31,61,highway,6,7.56316987138264
truck,3.5723878,255,M5,R,2154.562,10.3,3.23,28.8,N,32,61,highway,6,7.56316987138264
car,2.9660651,231,L5,4,1814.368,10.5,3.89,37.3,N,31,61,highway,6,7.56316987138264
car,2.9660651,231,L5,4,1814.368,10.5,3.89,37.3,N,31,61,highway,6,7.56316987138264
car,1.9828391,138,L4,F,1474.174,10.1,3.85,40,N,1,61,city,4,7.56316987138264
car,3.605162,415,M6,R,1587.572,12.1,3.44,41.7,N,1,61,highway,6,7.56316987138264
car,1.9992262,145,M5,F,1417.475,10,4.1,43.5,N,31,61,city,4,7.56316987138264
car,1.9992262,150,M5,F,1417.475,10,4.1,43.5,N,31,61,city,4,7.56316987138264
truck,3.9492911,250,L6,4,2267.96,9.9,2.24,26.8,Y,31,61,highway,6,7.58756719354839
truck,3.5723878,267,L6,4,2381.358,10.2,3.16,26.2,N,31,61,highway,6,7.58756719354839
car,4.8014203,360,S6,R,1927.766,10.5,3.38,31.2,Y,31,61,highway,8,7.58756719354839
car,1.802581,113,L5,F,1474.174,12.5,4.44,32.6,N,1,41,city,4,7.58756719354839
truck,3.4740652,244,L5,F,2154.562,10,4.38,31.7,N,31,61,highway,6,7.58756719354839
car,1.9828391,138,M5,F,1417.475,10.1,4.19,45.5,N,31,61,city,4,7.58756719354839
truck,3.5068394,263,L6,F,2041.164,10.3,3.46,28.3,Y,31,61,highway,6,7.58756719354839
truck,2.9988393,215,L5,4,2267.96,17.7,3.73,36.7,Y,31,19,highway,6,7.61212242718447
car,3.8837427,240,S4,F,1927.766,9.8,3.69,33.3,N,32,61,highway,6,7.61212242718447
truck,2.9169038,190,L4,R,1757.669,10,3.73,32,N,32,61,highway,4,7.61212242718447
truck,2.9169038,190,M5,4,1927.766,10,3.73,32.7,N,31,61,highway,4,7.61212242718447
car,1.9828391,138,L4,F,1474.174,10.1,3.85,40,N,1,61,city,4,7.61212242718447
truck,3.4576781,270,L5,4,2041.164,10.8,3.29,31,N,1,23,highway,6,7.61212242718447
truck,2.6874844,159,M5,R,1814.368,9.6,4.1,38,N,31,61,highway,4,7.61212242718447
truck,3.5232265,253,L5,4,2041.164,9.9,3.07,30.9,Y,31,61,highway,6,7.63683711038961
car,1.802581,143,M5,F,1530.873,10.5,3.34,42.9,Y,31,61,city,4,7.63683711038961
truck,3.9001298,194,L4,F,2041.164,9.4,3.54,31.5,Y,31,61,highway,6,7.63683711038961
truck,3.9001298,194,L4,F,2041.164,9.4,3.54,31.5,Y,31,61,highway,6,7.63683711038961
truck,2.9169038,190,L4,R,1700.97,10,3.73,32,N,32,61,highway,4,7.63683711038961
car,3.2446458,330,M6,R,1587.572,11.5,3.62,41,Y,31,61,highway,6,7.63683711038961
car,1.9828391,132,L4,F,1417.475,10.1,3.85,38.7,N,1,61,city,4,7.63683711038961
car,2.9660651,231,L5,4,1814.368,10.5,3.89,37.3,N,31,61,highway,6,7.63683711038961
car,1.802581,120,L4,F,1360.776,9.9,4.07,40.7,N,31,61,city,4,7.63683711038961
truck,3.7034846,210,M6,4,1927.766,9.7,3.73,30.5,Y,31,61,highway,6,7.66171280130293
truck,3.4904523,265,L6,4,2041.164,10.3,3.39,27.9,Y,32,61,highway,6,7.66171280130293
truck,3.4904523,265,L6,4,2041.164,10.3,3.39,27.9,Y,32,61,highway,6,7.66171280130293
truck,3.5723878,255,S5,F,1927.766,10.2,2.48,30.6,N,31,61,highway,6,7.66171280130293
truck,2.294194,244,L6,F,1814.368,9.5,3.75,30.8,N,31,61,highway,4,7.66171280130293
car,4.1623234,344,L6,4,2041.164,11,3.54,33.9,N,31,61,highway,8,7.66171280130293
car,5.7027108,340,L5,4,2041.164,9.6,3.07,30.9,Y,31,61,highway,6,7.68675107843137
truck,3.3429684,244,L4,4,2041.164,10.4,3.68,32.8,N,1,61,highway,6,7.68675107843137
truck,3.7854201,260,L6,4,2154.562,10.4,3.46,30.9,N,1,61,highway,6,7.68675107843137
truck,3.3101942,215,L5,4,2041.164,10.8,3.48,32.3,N,32,61,highway,6,7.68675107843137
truck,2.458065,230,M5,4,1644.271,8.4,4.44,43.9,N,31,61,highway,4,7.68675107843137
truck,3.7034846,210,L4,R,1927.766,9.7,3.73,30.5,Y,31,61,highway,6,7.71195354098361
truck,2.9988393,215,L5,4,2267.96,17.7,3.73,36.7,Y,1,19,highway,6,7.71195354098361
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,highway,4,7.71195354098361
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,highway,4,7.71195354098361
car,3.4904523,268,L5,4,1814.368,10.5,3.27,38.4,N,31,61,highway,6,7.71195354098361
car,3.4904523,280,S5,4,1927.766,10.3,3.69,40.4,N,31,61,highway,6,7.71195354098361
car,1.802581,126,L4,F,1417.475,10,2.96,39.8,N,31,61,city,4,7.71195354098361
car,4.1623234,344,L6,4,1927.766,11,3.54,33.9,N,31,61,highway,8,7.71195354098361
car,4.8014203,360,M6,R,1927.766,10.5,2.93,34.6,Y,31,61,highway,8,7.73732180921053
truck,3.8345814,225,L4,F,2041.164,10,4.01,33.1,N,31,23,highway,6,7.73732180921053
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,highway,8,7.73732180921053
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,highway,8,7.73732180921053
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,highway,8,7.73732180921053
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,highway,8,7.73732180921053
car,3.4904523,280,S5,4,1927.766,10.3,3.69,40.4,N,31,61,highway,6,7.73732180921053
truck,3.4904523,280,S5,R,2041.164,10.3,3.36,32.4,N,31,61,highway,6,7.73732180921053
truck,3.9492911,250,L6,4,2267.96,9.9,2.24,26.8,Y,31,61,highway,6,7.76285752475248
truck,2.9169038,190,M5,4,1927.766,10,3.73,32.7,N,31,61,highway,4,7.76285752475248
car,2.9660651,231,L5,4,1814.368,10.5,3.89,37.3,N,31,61,highway,6,7.76285752475248
truck,2.458065,230,M5,4,1644.271,8.4,4.44,43.9,N,31,61,highway,4,7.76285752475248
car,4.588388,300,L5,R,1757.669,10,3.31,30,Y,31,61,highway,8,7.78856235099338
car,1.9828391,136,L4,F,1360.776,10,3.73,38.9,Y,31,61,city,4,7.78856235099338
car,1.9828391,136,M5,F,1360.776,10,3.82,42,Y,31,61,city,4,7.78856235099338
car,1.9828391,136,M5,F,1360.776,10,3.82,42,Y,31,61,city,4,7.78856235099338
car,1.9828391,136,L4,F,1360.776,10,3.73,38.9,Y,31,61,city,4,7.78856235099338
car,5.9649044,400,M6,R,1927.766,10,3.73,27.6,N,32,61,highway,8,7.78856235099338
car,5.4569043,382,L7,R,2154.562,10.7,2.65,24.7,N,31,61,highway,8,7.78856235099338
car,3.4904523,268,L5,4,2041.164,10.5,3.27,36.9,N,1,61,highway,6,7.78856235099338
car,5.4569043,382,L7,R,1927.766,10.7,2.65,28.7,N,31,61,highway,8,7.78856235099338
truck,3.3429684,245,L5,R,2041.164,10.4,3.33,33.4,N,31,61,highway,6,7.78856235099338
truck,2.4908392,151,L5,R,1814.368,9.5,3.69,37,N,31,61,highway,4,7.78856235099338
truck,2.4908392,152,L5,R,1814.368,9.5,3.92,37.5,N,32,61,highway,4,7.78856235099338
truck,2.294194,244,L6,4,1927.766,9.5,3.75,30.8,N,31,61,highway,4,7.78856235099338
car,1.2945809,238,M6,R,1530.873,10,4.44,50.2,Y,31,61,highway,2,7.78856235099338
car,5.9649044,400,M6,R,1927.766,10,3.73,27.6,N,1,61,highway,8,7.81443797342193
car,5.4569043,382,L7,R,1814.368,10.7,2.65,28.7,N,31,61,highway,8,7.81443797342193
car,4.1950976,400,L6,R,1927.766,9,2.87,26.9,N,31,61,highway,8,7.81443797342193
car,1.802581,143,M5,F,1530.873,10.5,3.34,42.9,Y,31,61,city,4,7.8404861
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,highway,8,7.8404861
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,highway,8,7.8404861
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,highway,8,7.8404861
car,3.5068394,210,L4,F,1757.669,9.8,2.86,25.9,N,32,38,highway,6,7.8404861
car,3.5068394,210,L4,F,1644.271,9.8,2.86,25.9,N,32,38,highway,6,7.8404861
car,1.6059358,175,S6,F,1360.776,10.5,3.68,35,Y,31,61,city,4,7.8404861
car,4.1950976,400,L6,R,1927.766,9,2.87,26.9,N,31,61,highway,8,7.8404861
truck,3.3429684,245,L5,4,2154.562,10.4,3.33,33.4,N,1,61,highway,6,7.8404861
truck,3.9492911,266,L5,R,2154.562,9.7,3.13,30.2,N,31,61,highway,6,7.8404861
truck,3.4904523,280,S5,R,2041.164,10.3,3.36,32.2,N,31,61,highway,6,7.8404861
car,1.9992262,120,M5,F,1417.475,9.5,3.72,43.8,N,31,23,city,4,7.8404861
truck,2.7366457,185,M5,R,1700.97,9.5,3.58,43.7,Y,31,61,highway,6,7.8404861
truck,2.6874844,159,M5,4,1927.766,9.6,4.1,38,N,1,23,highway,4,7.8404861
car,4.1623234,344,L6,4,2041.164,11,3.54,33.9,N,1,61,highway,8,7.8404861
truck,3.6543233,190,L4,R,1814.368,10,3.73,32,N,31,61,highway,5,7.86670846153846
truck,2.294194,240,L5,4,1927.766,8.8,4.53,34.6,N,31,61,highway,4,7.86670846153846
car,1.6059358,110,L4,F,1304.077,10,4.04,42,N,1,61,city,4,7.86670846153846
truck,3.9492911,266,L5,R,2267.96,9.7,3.13,30,N,31,61,highway,6,7.86670846153846
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.5,Y,31,61,highway,6,7.89310681208054
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.5,Y,31,61,highway,6,7.89310681208054
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.5,Y,31,61,highway,6,7.89310681208054
truck,2.9824522,148,M5,R,1644.271,9.6,3.73,37.5,Y,31,61,highway,6,7.89310681208054
truck,2.9824522,148,M5,R,1644.271,9.6,3.73,37.5,Y,31,61,highway,6,7.89310681208054
truck,3.8837427,240,L4,F,2154.562,9.8,3.29,28.9,N,1,61,highway,6,7.89310681208054
truck,2.3761295,170,L4,F,1700.97,10.4,3.63,30.7,N,31,61,city,4,7.89310681208054
car,2.4908392,175,M6,F,1530.873,9.6,3.81,34,N,31,61,city,4,7.89310681208054
truck,3.9492911,250,L6,4,2267.96,9.9,2.24,26.8,Y,31,61,highway,6,7.91968292929293
truck,3.4904523,265,L6,4,2154.562,10.3,3.39,27.9,Y,31,61,highway,6,7.91968292929293
truck,3.4904523,265,L6,4,2154.562,10.3,3.39,27.9,Y,31,61,highway,6,7.91968292929293
truck,3.4904523,200,L4,4,2041.164,9.8,3.29,32.4,N,32,61,highway,6,7.91968292929293
car,1.9828391,132,L4,F,1417.475,10.1,3.85,40,N,31,61,city,4,7.91968292929293
truck,2.7366457,185,L5,4,1814.368,9.5,4.3,37.6,Y,31,61,highway,6,7.91968292929293
car,4.3917428,500,S6,R,2154.562,9,3.64,31.4,Y,31,61,highway,8,7.91968292929293
truck,2.9824522,200,L4,4,1757.669,10,3.77,31.6,Y,31,61,highway,6,7.94643861486486
truck,2.9824522,200,L4,4,1757.669,10,3.77,31.6,Y,31,61,highway,6,7.94643861486486
truck,3.9001298,194,L4,F,2041.164,9.4,3.54,32.1,Y,31,61,highway,6,7.94643861486486
truck,3.9001298,194,L4,F,2041.164,9.4,3.54,32.1,Y,31,61,highway,6,7.94643861486486
truck,2.9988393,260,S6,4,2381.358,10.7,4.44,36.6,Y,31,61,highway,6,7.94643861486486
car,5.4569043,382,L7,R,2041.164,10.7,2.47,24.7,N,31,61,highway,8,7.94643861486486
truck,2.6547102,173,L4,4,1814.368,10,4.41,40.5,N,1,61,highway,6,7.94643861486486
car,1.9828391,138,L4,F,1417.475,10.1,3.85,40,N,31,61,city,4,7.94643861486486
car,4.4900654,335,S5,R,1927.766,10.5,3.36,36.5,N,31,61,highway,8,7.94643861486486
car,4.4900654,335,S5,R,1927.766,10.5,3.36,36.5,N,31,61,highway,8,7.94643861486486
truck,2.9824522,200,L4,4,1757.669,10,3.77,31.6,Y,31,61,highway,6,7.97337569491525
truck,2.9824522,200,L4,4,1757.669,10,3.77,31.6,Y,31,61,highway,6,7.97337569491525
truck,2.9824522,148,M5,R,2295.17552,9.6,3.73,37.5,Y,31,61,highway,6,7.97337569491525
truck,2.9824522,148,M5,R,2295.17552,9.6,3.73,37.5,Y,31,61,highway,6,7.97337569491525
truck,3.5723878,255,M5,4,2267.96,10.3,3.23,28.9,N,32,61,highway,6,7.97337569491525
car,4.5720009,320,S6,4,2041.164,10.5,3.23,27.9,N,31,61,highway,8,7.97337569491525
car,1.9828391,138,M5,F,1417.475,10.1,3.84,46.4,N,31,61,city,4,7.97337569491525
car,2.4908392,175,AV,F,1587.572,9.6,5.8,30.3,N,31,61,city,4,7.97337569491525
car,4.4900654,335,S5,R,1927.766,10.5,3.36,36.1,N,31,61,highway,8,7.97337569491525
car,1.6059358,103,M5,F,1304.077,9.5,3.84,41.1,Y,1,23,city,4,7.97337569491525
truck,2.9824522,203,AV,4,2041.164,10,5.54,47.1,Y,31,61,highway,6,8.00049602040816
car,2.1958714,145,M5,F,1360.776,10,3.84,38.1,N,32,61,city,4,8.00049602040816
car,1.6059358,175,S6,F,1360.776,10.5,3.68,35,Y,31,61,city,4,8.00049602040816
truck,3.8345814,225,L4,F,1927.766,10,4.01,33.1,N,31,23,highway,6,8.00049602040816
car,1.9992262,172,AV,F,1530.873,10.5,2.41,31,Y,31,61,city,4,8.02780146757679
car,2.3597424,165,M5,F,1530.873,10.5,3.34,42.4,Y,32,61,city,4,8.02780146757679
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,highway,8,8.02780146757679
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,highway,8,8.02780146757679
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,highway,8,8.02780146757679
truck,3.5723878,255,S5,4,2041.164,10.2,2.48,30.6,N,31,61,highway,6,8.02780146757679
car,1.9828391,138,M5,F,1474.174,10.1,3.84,46.4,N,31,61,city,4,8.02780146757679
car,2.4908392,175,M6,F,1587.572,9.6,3.81,34,N,31,61,city,4,8.02780146757679
truck,3.4904523,280,S5,R,2041.164,10.3,3.36,32.2,N,31,61,highway,6,8.02780146757679
truck,2.5236134,208,L5,F,2154.562,9,2.86,34.8,N,31,23,highway,5,8.02780146757679
truck,3.7034846,210,L4,4,1927.766,9.7,3.73,30.5,Y,31,61,highway,6,8.05529393835617
truck,3.9984524,260,L5,R,1927.766,10.3,3.55,34.2,Y,32,61,highway,6,8.05529393835617
truck,2.6547102,173,L4,4,1814.368,10,4.41,40.5,N,1,61,highway,6,8.05529393835617
truck,2.7366457,185,M5,4,1757.669,9.5,3.58,43.7,Y,31,61,highway,6,8.05529393835617
truck,3.4576781,266,L5,4,2154.562,10.8,3.29,31.7,N,1,23,highway,6,8.05529393835617
truck,3.7034846,210,L4,R,1814.368,9.2,3.73,30.7,Y,31,61,highway,6,8.08297536082474
truck,2.3597424,165,M5,F,1530.873,10.5,2.41,42.9,Y,32,61,city,4,8.08297536082474
car,4.588388,300,L5,R,1814.368,10,3.31,30,Y,1,61,highway,8,8.08297536082474
truck,3.5723878,255,S5,4,2041.164,10.2,2.48,30.6,N,31,61,highway,6,8.08297536082474
truck,2.9169038,190,L4,4,1927.766,10,3.73,31.4,N,32,61,highway,4,8.08297536082474
car,4.8014203,360,S6,R,1927.766,10.5,2.93,34.4,Y,31,61,highway,8,8.08297536082474
truck,2.5236134,208,L5,F,2267.96,9,2.86,34.8,N,31,23,highway,5,8.08297536082474
truck,3.7034846,210,L4,4,1927.766,9.7,3.73,30.5,Y,31,61,highway,6,8.11084768965517
car,1.9828391,130,L4,F,1417.475,10,3.73,38.9,Y,1,61,city,4,8.11084768965517
car,1.9828391,130,L4,F,1417.475,10,3.73,38.9,Y,1,61,city,4,8.11084768965517
truck,4.2934202,195,M5,R,2154.562,9.2,3.23,26.8,N,31,61,highway,6,8.11084768965517
car,2.9824522,210,L7,R,1927.766,16.5,2.65,32.9,N,1,19,city,6,8.11084768965517
car,1.9828391,132,L4,F,1474.174,10.1,3.85,40,N,31,61,city,4,8.11084768965517
truck,2.9988393,250,S5,4,2041.164,10.7,3.58,35.8,N,31,61,highway,6,8.11084768965517
truck,3.5723878,255,S5,4,2041.164,10.2,2.48,30.6,N,31,61,highway,6,8.1389129065744
car,1.6059358,114,M5,F,1360.776,10.6,4.35,50,Y,31,61,city,4,8.1389129065744
truck,3.7854201,262,L5,R,2041.164,10.4,3.33,20.4,N,31,61,highway,6,8.1389129065744
truck,3.1954845,235,L6,F,2154.562,10.8,4.06,33.4,N,31,23,highway,6,8.1389129065744
truck,2.9824522,200,L4,4,1757.669,10,3.77,31.5,Y,1,61,highway,6,8.16717302083333
truck,2.9824522,200,L4,4,1757.669,10,3.77,31.5,Y,1,61,highway,6,8.16717302083333
truck,4.2934202,195,M5,R,2154.562,9.2,3.23,26.8,N,31,61,highway,6,8.16717302083333
car,4.8014203,360,M6,R,2041.164,10.5,3.46,39.3,Y,31,61,highway,8,8.16717302083333
car,5.4569043,382,L7,4,2267.96,10.7,2.65,24.7,N,1,61,highway,8,8.16717302083333
car,2.3597424,166,M5,F,1587.572,9.7,4.39,39.7,N,1,61,city,4,8.16717302083333
car,2.4908392,170,AV,F,1587.572,9.6,5.8,30.3,N,1,23,city,4,8.16717302083333
car,1.9992262,145,L4,F,1417.475,10,3.68,37.6,N,31,61,city,4,8.16717302083333
car,1.9992262,150,L4,F,1417.475,10,3.68,37.6,N,31,61,city,4,8.16717302083333
car,1.6059358,103,A4,F,1304.077,9.5,3.84,41.1,Y,1,23,city,4,8.16717302083333
truck,3.6543233,190,L4,4,1927.766,10,3.73,31.4,N,31,61,highway,5,8.19563006968641
car,5.9649044,438,S6,R,2381.358,11.3,3.15,27.2,Y,31,61,highway,12,8.19563006968641
car,1.9992262,145,L4,F,1417.475,10,3.68,37.4,N,31,61,city,4,8.19563006968641
car,1.9992262,150,L4,F,1417.475,10,3.68,37.4,N,31,61,city,4,8.19563006968641
truck,3.7854201,190,M6,R,1927.766,8.7,3.21,32,Y,31,61,highway,6,8.22428611888112
car,5.4569043,382,L7,R,2041.164,10.7,2.65,26,N,31,61,highway,8,8.22428611888112
car,5.4569043,382,L7,R,2154.562,10.7,2.65,24.1,N,31,61,highway,8,8.22428611888112
truck,3.5068394,263,L6,4,2154.562,10.3,3.46,28.3,Y,31,61,highway,6,8.22428611888112
truck,3.9492911,239,L5,R,1927.766,10,3.73,29.2,N,32,61,highway,6,8.22428611888112
truck,3.9492911,236,L5,R,2041.164,10,3.73,31,N,31,61,highway,6,8.22428611888112
truck,3.9492911,239,L5,R,1927.766,10,3.73,29.2,N,32,61,highway,6,8.22428611888112
truck,3.9492911,236,L5,R,1927.766,10,3.73,30.7,N,31,61,highway,6,8.22428611888112
car,1.9828391,200,L6,F,1644.271,10.3,3.14,40.7,N,1,61,city,4,8.22428611888112
